,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
Tiruvannamalai,0.050140496,-0.051834848,-0.0831348,-0.08277927,0.2368842,-25313.04,0.1226612
Tonk,0.028394666,-0.057959683,-0.06198497,-0.23699993,-0.34629065,-16906.37,0.10416295
Tuensang,0.0042680306,-0.02226455,-0.12926622,-0.044633392,-0.034955617,-34940.676,0.12449113
Tumkur,0.00014525649,0.02264854,0.032672912,0.019596037,-0.0036370764,-35599.246,-0.006584435
Udaipur,0.06351423,-0.05378322,-0.0564954,-0.2625435,-0.32530928,-15340.315,0.098734215
Udalguri,0.006390414,-0.069779456,-0.07766032,-0.29286566,0.12691906,-27289.172,0.10696312
Udham Singh Nagar,0.03708176,-0.042028338,-0.054830894,0.1928779,0.00031591326,-14633.718,0.1143697
Udhampur,0.017685099,-0.05245255,-0.09057093,-0.00034475717,0.0029485007,-27560.69,0.051499344
Udupi,0.0145261325,-0.08107713,-0.07285508,0.009460181,0.057691026,-29168.934,-0.027902897
Ujjain,0.055232022,-0.067576215,-0.06725398,0.047969893,0.009466874,-19812.305,0.030329654
Ukhrul,0.006247954,-0.05767773,-0.088006966,0.041304253,-0.09089956,-28178.617,0.04947901
Umaria,0.01445985,-0.06921603,-0.069723405,0.009255579,-0.02194299,-20835.904,-0.08129404
Una,0.011362557,-0.04364436,-0.1043872,0.015497193,-0.014802691,-32310.732,0.16121018
Unnao,0.054693274,-0.065860644,-0.07479064,-0.26847997,-0.011074718,-24491.824,0.1595679
Upper Siang,0.00271697,-0.084983274,-0.117620334,0.3542914,0.09723978,-40957.77,0.2794905
Upper Subansiri,0.0009909191,-0.06857378,-0.09420622,0.10248796,0.0047169863,-29504.857,0.29708105
Uttar Bastar Kanker,0.00014525649,0.02264854,0.032672912,0.019596037,-0.0036370764,-35599.246,-0.006584435
Uttara Kannada,0.017306872,-0.07172854,-0.07776971,0.07212906,0.072485745,-29433.787,-0.02629972
Uttarkashi,0.008633059,-0.06229804,-0.093647204,0.10850606,-0.0587912,-29514.098,0.17014766
Vadodara,0.080878735,-0.037200812,-0.099778205,0.037220787,-0.022449145,-27073.057,0.018712658
Vaishali,0.06461515,-0.04273563,-0.09130638,-0.01796667,0.067353405,-24308.078,-0.004526487
Valsad,0.0344703,-0.058908604,-0.08570426,-0.038087696,-0.0511622,-27481.521,0.040712543
Varanasi,0.064686656,-0.06185644,-0.06311856,-0.20227827,-0.020783551,-19030.172,0.13141026
Vellore,0.06348853,-0.033192266,-0.07790558,0.0617859,0.14147538,-21912.475,0.10182658
Vidisha,0.049114693,-0.067269154,-0.065687984,-0.005035876,0.027293043,-18558.736,-0.08416086
Viluppuram,0.06793109,-0.033506908,-0.07455325,-0.0029023946,0.19472991,-20938.627,0.11019988
Virudunagar,0.00014525649,0.02264854,0.032672912,0.019596037,-0.0036370764,-35599.246,-0.006584435
Visakhapatnam,0.11947008,-0.07046811,-0.0845872,-0.054469865,0.3865548,-26501.809,0.0922812
Vizianagaram,0.05747801,-0.06729671,-0.08405491,-0.0749721,0.4077581,-26475.352,0.075368114
Warangal,0.04789607,-0.04289698,-0.07656193,0.022423197,0.03709961,-22704.527,0.036814835
Wardha,0.039367195,-0.015012281,-0.09898639,-0.14984277,-0.13489257,-22763.69,0.13587292
Washim,0.045200046,-0.015006788,-0.09422276,-0.25074744,-0.18580548,-22128.982,0.09309884
Wayanad,0.014023417,-0.03775556,-0.10186049,-0.017182307,0.015984658,-28125.53,-0.00850804
West,0.00014525649,0.02264854,0.032672912,0.019596037,-0.0036370764,-35599.246,-0.006584435
West Garo Hills,0.016148712,-0.038247526,-0.11391556,0.06959387,-0.049909227,-32128.922,0.06274271
West Godavari,0.08088978,-0.06771035,-0.07535031,0.009747998,0.34843427,-24792.521,0.06665539
West Kameng,0.004362625,-0.0682337,-0.09107696,0.049610175,-0.15458143,-31291.863,0.15352745
West Khasi Hills,0.0033300375,-0.06869761,-0.08632022,0.087559715,-0.02522312,-27794.771,0.047248688
West Tripura,0.03681806,-0.034405738,-0.115026966,-0.030868495,0.09418061,-31774.088,0.08346064
Wokha,0.0028293885,-0.019184629,-0.13117188,0.013450423,-0.028163522,-33825.953,0.14094673
Yadgir,0.024531709,-0.05716297,-0.074705444,0.017049557,0.024141435,-23232.578,-0.05550632
Yamunanagar,0.03245638,-0.027120965,-0.09896642,-0.07102414,-0.03738524,-24860.793,0.043842107
Yanam,-0.0016606661,-0.004702803,-0.06523958,-0.0658792,0.028443966,-26635.021,-0.022415495
Yavatmal,0.10482031,0.009352711,-0.07662214,-0.19959503,-0.16022162,-11563.832,0.10539248
Zunheboto,0.004825924,-0.0152993165,-0.14952934,-0.051790297,-0.07514159,-40203.65,0.16341452
