date,district,enrol_total,age_0_5,age_5_17,age_18_greater,enrol_minor_ratio,enrol_adult_ratio
2024-09-02,Thanjavur,4644,551,1128,2965,0.3615,0.6385
2024-09-09,Thanjavur,4618,542,1132,2944,0.3625,0.6375
2024-09-16,Thanjavur,4609,533,1139,2937,0.3628,0.6372
2024-09-23,Thanjavur,4616,526,1148,2942,0.3627,0.6373
2024-09-30,Thanjavur,4680,524,1168,2988,0.3615,0.6385
2024-10-07,Thanjavur,4688,516,1172,3000,0.3601,0.6399
2024-10-14,Thanjavur,4674,506,1167,3001,0.3579,0.6421
2024-10-21,Thanjavur,4680,499,1164,3017,0.3553,0.6447
2024-10-28,Thanjavur,4677,493,1156,3028,0.3526,0.6474
2024-11-04,Thanjavur,4634,484,1136,3014,0.3496,0.6504
2024-11-11,Thanjavur,4636,482,1127,3027,0.3471,0.6529
2024-11-18,Thanjavur,4634,482,1116,3036,0.3448,0.6552
2024-11-25,Thanjavur,4604,481,1100,3023,0.3434,0.6566
2024-12-02,Thanjavur,4564,481,1083,3000,0.3427,0.6573
2024-12-09,Thanjavur,4557,486,1077,2994,0.343,0.657
2024-12-16,Thanjavur,4511,488,1065,2958,0.3443,0.6557
2024-12-23,Thanjavur,4581,504,1083,2994,0.3464,0.6536
2024-12-30,Thanjavur,4626,518,1098,3010,0.3493,0.6507
2025-01-06,Thanjavur,4679,533,1118,3028,0.3529,0.6471
2025-01-13,Thanjavur,4709,545,1134,3030,0.3566,0.6434
2025-01-20,Thanjavur,4702,552,1142,3008,0.3603,0.6397
2025-01-27,Thanjavur,4765,565,1168,3032,0.3637,0.6363
2025-02-03,Thanjavur,4766,569,1178,3019,0.3666,0.6334
2025-02-10,Thanjavur,4742,569,1179,2994,0.3686,0.6314
2025-02-17,Thanjavur,4763,571,1189,3003,0.3695,0.6305
2025-02-24,Thanjavur,4729,565,1182,2982,0.3694,0.6306
2025-03-03,Thanjavur,4722,560,1179,2983,0.3683,0.6317
2025-03-10,Thanjavur,4703,552,1169,2982,0.3659,0.6341
2025-03-17,Thanjavur,4690,543,1159,2988,0.3629,0.6371
2025-03-24,Thanjavur,4695,535,1151,3009,0.3591,0.6409
2025-03-31,Thanjavur,4718,528,1147,3043,0.355,0.645
2025-04-07,Thanjavur,4716,519,1136,3061,0.3509,0.6491
2025-04-14,Thanjavur,4733,512,1131,3090,0.3471,0.6529
2025-04-21,Thanjavur,4761,508,1130,3123,0.344,0.656
2025-04-28,Thanjavur,4780,504,1130,3146,0.3418,0.6582
2025-05-05,Thanjavur,4783,500,1129,3154,0.3406,0.6594
2025-05-12,Thanjavur,4776,497,1129,3150,0.3405,0.6595
2025-05-19,Thanjavur,4757,495,1129,3133,0.3414,0.6586
2025-05-26,Thanjavur,4705,492,1124,3089,0.3435,0.6565
2025-06-02,Thanjavur,4702,496,1132,3074,0.3462,0.6538
2025-06-09,Thanjavur,4673,499,1135,3039,0.3497,0.6503
2025-06-16,Thanjavur,4649,503,1140,3006,0.3534,0.6466
2025-06-23,Thanjavur,4649,512,1149,2988,0.3573,0.6427
2024-01-01,Dindigul,4515,510,1129,2876,0.363,0.637
2024-01-08,Dindigul,4549,522,1135,2892,0.3643,0.6357
2024-01-15,Dindigul,4616,538,1146,2932,0.3648,0.6352
2024-01-22,Dindigul,4618,545,1139,2934,0.3647,0.6353
2024-01-29,Dindigul,4621,550,1130,2941,0.3636,0.6364
2024-02-05,Dindigul,4622,554,1120,2948,0.3622,0.6378
2024-02-12,Dindigul,4584,550,1101,2933,0.3602,0.6398
2024-02-19,Dindigul,4557,546,1086,2925,0.3581,0.6419
2024-02-26,Dindigul,4540,541,1076,2923,0.3562,0.6438
2024-03-04,Dindigul,4548,537,1074,2937,0.3542,0.6458
2024-03-11,Dindigul,4549,530,1074,2945,0.3526,0.6474
2024-03-18,Dindigul,4522,519,1070,2933,0.3514,0.6486
2024-03-25,Dindigul,4519,511,1074,2934,0.3507,0.6493
2024-04-01,Dindigul,4503,500,1078,2925,0.3504,0.6496
2024-04-08,Dindigul,4541,496,1096,2949,0.3506,0.6494
2024-04-15,Dindigul,4577,492,1115,2970,0.3511,0.6489
2024-04-22,Dindigul,4597,487,1130,2980,0.3518,0.6482
2024-04-29,Dindigul,4605,483,1140,2982,0.3524,0.6476
2024-05-06,Dindigul,4599,479,1145,2975,0.3531,0.6469
2024-05-13,Dindigul,4519,470,1129,2920,0.3538,0.6462
2024-05-20,Dindigul,4475,466,1119,2890,0.3542,0.6458
2024-05-27,Dindigul,4474,469,1116,2889,0.3543,0.6457
2024-06-03,Dindigul,4481,475,1113,2893,0.3544,0.6456
2024-06-10,Dindigul,4457,479,1099,2879,0.354,0.646
2024-06-17,Dindigul,4486,490,1097,2899,0.3538,0.6462
2024-06-24,Dindigul,4546,505,1102,2939,0.3535,0.6465
2024-07-01,Dindigul,4629,523,1112,2994,0.3532,0.6468
2024-07-08,Dindigul,4630,532,1104,2994,0.3533,0.6467
2024-07-15,Dindigul,4628,539,1097,2992,0.3535,0.6465
2024-07-22,Dindigul,4682,552,1106,3024,0.3541,0.6459
2024-07-29,Dindigul,4732,563,1117,3052,0.355,0.645
2024-08-05,Dindigul,4731,567,1119,3045,0.3564,0.6436
2024-08-12,Dindigul,4665,560,1109,2996,0.3578,0.6422
2024-08-19,Dindigul,4657,558,1115,2984,0.3592,0.6408
2024-08-26,Dindigul,4617,550,1115,2952,0.3606,0.6394
2024-09-02,Dindigul,4560,538,1111,2911,0.3616,0.6384
2024-09-09,Dindigul,4564,532,1122,2910,0.3624,0.6376
2024-09-16,Dindigul,4572,525,1132,2915,0.3624,0.6376
2024-09-23,Dindigul,4601,520,1146,2935,0.3621,0.6379
2024-09-30,Dindigul,4563,507,1140,2916,0.3609,0.6391
2024-10-07,Dindigul,4544,496,1136,2912,0.3592,0.6408
2024-10-14,Dindigul,4567,491,1139,2937,0.3569,0.6431
2024-10-21,Dindigul,4571,485,1135,2951,0.3544,0.6456
2024-10-28,Dindigul,4563,479,1125,2959,0.3515,0.6485
2024-11-04,Dindigul,4519,471,1105,2943,0.3487,0.6513
2024-11-11,Dindigul,4509,469,1093,2947,0.3464,0.6536
2024-11-18,Dindigul,4464,465,1073,2926,0.3445,0.6555
2024-11-25,Dindigul,4425,464,1055,2906,0.3433,0.6567
2024-12-02,Dindigul,4417,468,1047,2902,0.343,0.657
2024-12-09,Dindigul,4455,479,1052,2924,0.3437,0.6563
2024-12-16,Dindigul,4483,489,1058,2936,0.3451,0.6549
2024-12-23,Dindigul,4529,503,1071,2955,0.3475,0.6525
2024-12-30,Dindigul,4603,520,1094,2989,0.3506,0.6494
2025-01-06,Dindigul,4629,531,1108,2990,0.3541,0.6459
2025-01-13,Dindigul,4636,540,1119,2977,0.3579,0.6421
2025-01-20,Dindigul,4674,551,1139,2984,0.3616,0.6384
2025-01-27,Dindigul,4710,561,1157,2992,0.3648,0.6352
2025-02-03,Dindigul,4708,564,1166,2978,0.3675,0.6325
2025-02-10,Dindigul,4717,566,1175,2976,0.3691,0.6309
2025-02-17,Dindigul,4731,567,1182,2982,0.3697,0.6303
2025-02-24,Dindigul,4710,561,1177,2972,0.369,0.631
2025-03-03,Dindigul,4684,553,1168,2963,0.3674,0.6326
2025-03-10,Dindigul,4698,548,1166,2984,0.3648,0.6352
2025-03-17,Dindigul,4668,536,1151,2981,0.3614,0.6386
2025-03-24,Dindigul,4661,527,1140,2994,0.3576,0.6424
2025-03-31,Dindigul,4679,520,1134,3025,0.3535,0.6465
2025-04-07,Dindigul,4679,511,1124,3044,0.3494,0.6506
2025-04-14,Dindigul,4698,505,1120,3073,0.3459,0.6541
2025-04-21,Dindigul,4676,496,1108,3072,0.343,0.657
2025-04-28,Dindigul,4650,488,1098,3064,0.3411,0.6589
2025-05-05,Dindigul,4647,484,1097,3066,0.3402,0.6598
2025-05-12,Dindigul,4641,483,1098,3060,0.3407,0.6593
2025-05-19,Dindigul,4611,481,1096,3034,0.342,0.658
2025-05-26,Dindigul,4549,477,1089,2983,0.3443,0.6557
2025-06-02,Dindigul,4537,481,1095,2961,0.3474,0.6526
2025-06-09,Dindigul,4507,484,1098,2925,0.351,0.649
2025-06-16,Dindigul,4511,492,1109,2910,0.3549,0.6451
2025-06-23,Dindigul,4557,506,1128,2923,0.3586,0.6414
2024-01-01,Cuddalore,4567,520,1141,2906,0.3637,0.6363
2024-01-08,Cuddalore,4612,533,1149,2930,0.3647,0.6353
2024-01-15,Cuddalore,4626,542,1147,2937,0.3651,0.6349
2024-01-22,Cuddalore,4636,550,1141,2945,0.3648,0.6352
2024-01-29,Cuddalore,4607,550,1124,2933,0.3634,0.6366
2024-02-05,Cuddalore,4628,555,1119,2954,0.3617,0.6383
2024-02-12,Cuddalore,4615,554,1106,2955,0.3597,0.6403
2024-02-19,Cuddalore,4584,548,1091,2945,0.3575,0.6425
2024-02-26,Cuddalore,4575,543,1083,2949,0.3554,0.6446
2024-03-04,Cuddalore,4573,537,1079,2957,0.3534,0.6466
2024-03-11,Cuddalore,4616,534,1090,2992,0.3518,0.6482
2024-03-18,Cuddalore,4627,527,1096,3004,0.3508,0.6492
2024-03-25,Cuddalore,4619,518,1100,3001,0.3503,0.6497
2024-04-01,Cuddalore,4619,509,1108,3002,0.3501,0.6499
2024-04-08,Cuddalore,4578,496,1108,2974,0.3504,0.6496
2024-04-15,Cuddalore,4575,488,1117,2970,0.3508,0.6492
2024-04-22,Cuddalore,4586,484,1129,2973,0.3517,0.6483
2024-04-29,Cuddalore,4579,479,1136,2964,0.3527,0.6473
2024-05-06,Cuddalore,4574,476,1140,2958,0.3533,0.6467
2024-05-13,Cuddalore,4554,474,1138,2942,0.354,0.646
2024-05-20,Cuddalore,4506,471,1126,2909,0.3544,0.6456
2024-05-27,Cuddalore,4508,475,1123,2910,0.3545,0.6455
2024-06-03,Cuddalore,4511,481,1118,2912,0.3545,0.6455
2024-06-10,Cuddalore,4482,485,1103,2894,0.3543,0.6457
2024-06-17,Cuddalore,4538,499,1107,2932,0.3539,0.6461
2024-06-24,Cuddalore,4554,510,1101,2943,0.3538,0.6462
2024-07-01,Cuddalore,4583,522,1099,2962,0.3537,0.6463
2024-07-08,Cuddalore,4614,534,1098,2982,0.3537,0.6463
2024-07-15,Cuddalore,4681,549,1108,3024,0.354,0.646
2024-07-22,Cuddalore,4701,557,1110,3034,0.3546,0.6454
2024-07-29,Cuddalore,4706,562,1111,3033,0.3555,0.6445
2024-08-05,Cuddalore,4707,564,1115,3028,0.3567,0.6433
2024-08-12,Cuddalore,4714,565,1123,3026,0.3581,0.6419
2024-08-19,Cuddalore,4688,560,1125,3003,0.3594,0.6406
2024-08-26,Cuddalore,4638,550,1123,2965,0.3607,0.6393
2024-09-02,Cuddalore,4658,547,1137,2974,0.3615,0.6385
2024-09-09,Cuddalore,4618,535,1137,2946,0.3621,0.6379
2024-09-16,Cuddalore,4651,530,1154,2967,0.3621,0.6379
2024-09-23,Cuddalore,4681,525,1167,2989,0.3615,0.6385
2024-09-30,Cuddalore,4677,515,1169,2993,0.3601,0.6399
2024-10-07,Cuddalore,4689,508,1172,3009,0.3583,0.6417
2024-10-14,Cuddalore,4678,499,1166,3013,0.3559,0.6441
2024-10-21,Cuddalore,4643,490,1151,3002,0.3534,0.6466
2024-10-28,Cuddalore,4617,483,1136,2998,0.3507,0.6493
2024-11-04,Cuddalore,4592,478,1120,2994,0.348,0.652
2024-11-11,Cuddalore,4560,474,1103,2983,0.3458,0.6542
2024-11-18,Cuddalore,4518,472,1083,2963,0.3442,0.6558
2024-11-25,Cuddalore,4555,480,1084,2991,0.3434,0.6566
2024-12-02,Cuddalore,4504,480,1066,2958,0.3433,0.6567
2024-12-09,Cuddalore,4515,489,1066,2960,0.3444,0.6556
2024-12-16,Cuddalore,4511,496,1065,2950,0.346,0.654
2024-12-23,Cuddalore,4585,513,1086,2986,0.3487,0.6513
2024-12-30,Cuddalore,4645,529,1106,3010,0.352,0.648
2025-01-06,Cuddalore,4726,547,1134,3045,0.3557,0.6443
2025-01-13,Cuddalore,4740,556,1147,3037,0.3593,0.6407
2025-01-20,Cuddalore,4738,562,1157,3019,0.3628,0.6372
2025-01-27,Cuddalore,4757,568,1172,3017,0.3658,0.6342
2025-02-03,Cuddalore,4738,568,1175,2995,0.3679,0.6321
2025-02-10,Cuddalore,4704,564,1173,2967,0.3693,0.6307
2025-02-17,Cuddalore,4686,560,1171,2955,0.3694,0.6306
2025-02-24,Cuddalore,4646,551,1161,2934,0.3685,0.6315
2025-03-03,Cuddalore,4646,545,1158,2943,0.3666,0.6334
2025-03-10,Cuddalore,4637,537,1149,2951,0.3636,0.6364
2025-03-17,Cuddalore,4632,528,1140,2964,0.3601,0.6399
2025-03-24,Cuddalore,4665,523,1138,3004,0.3561,0.6439
2025-03-31,Cuddalore,4668,514,1129,3025,0.352,0.648
2025-04-07,Cuddalore,4716,511,1130,3075,0.348,0.652
2025-04-14,Cuddalore,4719,504,1123,3092,0.3448,0.6552
2025-04-21,Cuddalore,4716,497,1116,3103,0.342,0.658
2025-04-28,Cuddalore,4687,490,1106,3091,0.3405,0.6595
2025-05-05,Cuddalore,4687,488,1107,3092,0.3403,0.6597
2025-05-12,Cuddalore,4629,482,1096,3051,0.3409,0.6591
2025-05-19,Cuddalore,4622,483,1101,3038,0.3427,0.6573
2025-05-26,Cuddalore,4593,484,1102,3007,0.3453,0.6547
2025-06-02,Cuddalore,4501,480,1089,2932,0.3486,0.6514
2025-06-09,Cuddalore,4553,493,1112,2948,0.3525,0.6475
2025-06-16,Cuddalore,4555,501,1122,2932,0.3563,0.6437
2025-06-23,Cuddalore,4636,519,1150,2967,0.36,0.64
2024-01-01,Kanchipuram,4921,565,1229,3127,0.3646,0.6354
2024-01-08,Kanchipuram,4964,578,1235,3151,0.3652,0.6348
2024-01-15,Kanchipuram,4995,589,1236,3170,0.3654,0.6346
2024-01-22,Kanchipuram,4981,593,1223,3165,0.3646,0.6354
2024-01-29,Kanchipuram,4960,594,1207,3159,0.3631,0.6369
2024-02-05,Kanchipuram,4967,596,1198,3173,0.3612,0.6388
2024-02-12,Kanchipuram,4924,590,1178,3156,0.3591,0.6409
2024-02-19,Kanchipuram,4925,587,1170,3168,0.3568,0.6432
2024-02-26,Kanchipuram,4918,581,1163,3174,0.3546,0.6454
2024-03-04,Kanchipuram,4924,574,1162,3188,0.3526,0.6474
2024-03-11,Kanchipuram,4909,564,1160,3185,0.3512,0.6488
2024-03-18,Kanchipuram,4947,559,1173,3215,0.3501,0.6499
2024-03-25,Kanchipuram,4963,552,1184,3227,0.3498,0.6502
2024-04-01,Kanchipuram,4961,542,1193,3226,0.3497,0.6503
2024-04-08,Kanchipuram,4977,535,1208,3234,0.3502,0.6498
2024-04-15,Kanchipuram,4962,526,1215,3221,0.3509,0.6491
2024-04-22,Kanchipuram,4962,521,1225,3216,0.3519,0.6481
2024-04-29,Kanchipuram,4936,515,1226,3195,0.3527,0.6473
2024-05-06,Kanchipuram,4872,507,1216,3149,0.3537,0.6463
2024-05-13,Kanchipuram,4820,502,1205,3113,0.3541,0.6459
2024-05-20,Kanchipuram,4813,505,1202,3106,0.3547,0.6453
2024-05-27,Kanchipuram,4763,505,1185,3073,0.3548,0.6452
2024-06-03,Kanchipuram,4775,513,1181,3081,0.3548,0.6452
2024-06-10,Kanchipuram,4777,521,1173,3083,0.3546,0.6454
2024-06-17,Kanchipuram,4812,534,1171,3107,0.3543,0.6457
2024-06-24,Kanchipuram,4881,551,1177,3153,0.354,0.646
2024-07-01,Kanchipuram,4925,565,1178,3182,0.3539,0.6461
2024-07-08,Kanchipuram,4952,577,1176,3199,0.354,0.646
2024-07-15,Kanchipuram,5032,593,1190,3249,0.3543,0.6457
2024-07-22,Kanchipuram,5012,597,1183,3232,0.3551,0.6449
2024-07-29,Kanchipuram,5017,601,1185,3231,0.356,0.644
2024-08-05,Kanchipuram,5037,604,1195,3238,0.3572,0.6428
2024-08-12,Kanchipuram,4975,596,1187,3192,0.3584,0.6416
2024-08-19,Kanchipuram,4981,593,1198,3190,0.3596,0.6404
2024-08-26,Kanchipuram,4933,582,1197,3154,0.3606,0.6394
2024-09-02,Kanchipuram,4944,577,1210,3157,0.3614,0.6386
2024-09-09,Kanchipuram,4930,567,1217,3146,0.3619,0.6381
2024-09-16,Kanchipuram,4967,562,1234,3171,0.3616,0.6384
2024-09-23,Kanchipuram,4978,553,1242,3183,0.3606,0.6394
2024-09-30,Kanchipuram,4973,543,1243,3187,0.3591,0.6409
2024-10-07,Kanchipuram,4972,535,1242,3195,0.3574,0.6426
2024-10-14,Kanchipuram,5007,531,1246,3230,0.3549,0.6451
2024-10-21,Kanchipuram,5046,530,1248,3268,0.3524,0.6476
2024-10-28,Kanchipuram,4949,516,1215,3218,0.3498,0.6502
2024-11-04,Kanchipuram,4910,511,1195,3204,0.3475,0.6525
2024-11-11,Kanchipuram,4848,505,1169,3174,0.3453,0.6547
2024-11-18,Kanchipuram,4824,506,1154,3164,0.3441,0.6559
2024-11-25,Kanchipuram,4842,513,1150,3179,0.3435,0.6565
2024-12-02,Kanchipuram,4837,519,1144,3174,0.3438,0.6562
2024-12-09,Kanchipuram,4829,527,1140,3162,0.3452,0.6548
2024-12-16,Kanchipuram,4867,540,1150,3177,0.3472,0.6528
2024-12-23,Kanchipuram,4896,553,1161,3182,0.3501,0.6499
2024-12-30,Kanchipuram,4962,569,1184,3209,0.3533,0.6467
2025-01-06,Kanchipuram,4977,580,1197,3200,0.357,0.643
2025-01-13,Kanchipuram,5035,594,1222,3219,0.3607,0.6393
2025-01-20,Kanchipuram,5050,601,1236,3213,0.3638,0.6362
2025-01-27,Kanchipuram,5044,604,1245,3195,0.3666,0.6334
2025-02-03,Kanchipuram,5028,603,1249,3176,0.3683,0.6317
2025-02-10,Kanchipuram,5049,605,1260,3184,0.3694,0.6306
2025-02-17,Kanchipuram,5023,598,1256,3169,0.3691,0.6309
2025-02-24,Kanchipuram,5040,595,1259,3186,0.3679,0.6321
2025-03-03,Kanchipuram,5052,589,1257,3206,0.3654,0.6346
2025-03-10,Kanchipuram,5056,581,1251,3224,0.3623,0.6377
2025-03-17,Kanchipuram,5031,569,1235,3227,0.3586,0.6414
2025-03-24,Kanchipuram,5057,562,1231,3264,0.3546,0.6454
2025-03-31,Kanchipuram,5085,556,1226,3303,0.3504,0.6496
2025-04-07,Kanchipuram,5070,545,1213,3312,0.3467,0.6533
2025-04-14,Kanchipuram,5006,531,1189,3286,0.3436,0.6564
2025-04-21,Kanchipuram,4965,521,1174,3270,0.3414,0.6586
2025-04-28,Kanchipuram,4970,518,1173,3279,0.3402,0.6598
2025-05-05,Kanchipuram,4940,514,1167,3259,0.3403,0.6597
2025-05-12,Kanchipuram,4901,511,1162,3228,0.3414,0.6586
2025-05-19,Kanchipuram,4875,511,1163,3201,0.3434,0.6566
2025-05-26,Kanchipuram,4889,518,1176,3195,0.3465,0.6535
2025-06-02,Kanchipuram,4916,528,1193,3195,0.3501,0.6499
2025-06-09,Kanchipuram,4966,542,1216,3208,0.354,0.646
2025-06-16,Kanchipuram,5001,555,1234,3212,0.3577,0.6423
2025-06-23,Kanchipuram,5076,573,1261,3242,0.3613,0.6387
2024-01-01,Karur,4348,503,1085,2760,0.3652,0.6348
2024-01-08,Karur,4406,516,1095,2795,0.3656,0.6344
2024-01-15,Karur,4421,524,1092,2805,0.3655,0.6345
2024-01-22,Karur,4409,527,1080,2802,0.3645,0.6355
2024-01-29,Karur,4412,529,1071,2812,0.3626,0.6374
2024-02-05,Karur,4360,523,1049,2788,0.3606,0.6394
2024-02-12,Karur,4349,520,1038,2791,0.3582,0.6418
2024-02-19,Karur,4326,513,1026,2787,0.3558,0.6442
2024-02-26,Karur,4333,509,1024,2800,0.3538,0.6462
2024-03-04,Karur,4339,503,1024,2812,0.3519,0.6481
2024-03-11,Karur,4361,497,1031,2833,0.3504,0.6496
2024-03-18,Karur,4407,494,1047,2866,0.3497,0.6503
2024-03-25,Karur,4360,481,1042,2837,0.3493,0.6507
2024-04-01,Karur,4426,480,1067,2879,0.3495,0.6505
2024-04-08,Karur,4432,473,1078,2881,0.35,0.65
2024-04-15,Karur,4453,470,1093,2890,0.351,0.649
2024-04-22,Karur,4447,465,1100,2882,0.3519,0.6481
2024-04-29,Karur,4387,457,1091,2839,0.3529,0.6471
2024-05-06,Karur,4374,455,1092,2827,0.3537,0.6463
2024-05-13,Karur,4309,450,1077,2782,0.3544,0.6456
2024-05-20,Karur,4297,453,1072,2772,0.3549,0.6451
2024-05-27,Karur,4273,455,1062,2756,0.355,0.645
2024-06-03,Karur,4281,463,1057,2761,0.3551,0.6449
2024-06-10,Karur,4327,476,1060,2791,0.355,0.645
2024-06-17,Karur,4353,487,1057,2809,0.3547,0.6453
2024-06-24,Karur,4385,499,1055,2831,0.3544,0.6456
2024-07-01,Karur,4402,509,1051,2842,0.3544,0.6456
2024-07-08,Karur,4419,518,1048,2853,0.3544,0.6456
2024-07-15,Karur,4445,527,1050,2868,0.3548,0.6452
2024-07-22,Karur,4419,528,1043,2848,0.3555,0.6445
2024-07-29,Karur,4404,528,1041,2835,0.3563,0.6437
2024-08-05,Karur,4393,527,1043,2823,0.3574,0.6426
2024-08-12,Karur,4381,524,1047,2810,0.3586,0.6414
2024-08-19,Karur,4365,518,1052,2795,0.3597,0.6403
2024-08-26,Karur,4341,510,1056,2775,0.3607,0.6393
2024-09-02,Karur,4363,505,1071,2787,0.3612,0.6388
2024-09-09,Karur,4386,500,1085,2801,0.3614,0.6386
2024-09-16,Karur,4424,496,1101,2827,0.361,0.639
2024-09-23,Karur,4446,490,1110,2846,0.3599,0.6401
2024-09-30,Karur,4444,482,1111,2851,0.3585,0.6415
2024-10-07,Karur,4476,478,1117,2881,0.3563,0.6437
2024-10-14,Karur,4492,474,1116,2902,0.354,0.646
2024-10-21,Karur,4468,467,1103,2898,0.3514,0.6486
2024-10-28,Karur,4441,462,1088,2891,0.349,0.651
2024-11-04,Karur,4404,458,1069,2877,0.3467,0.6533
2024-11-11,Karur,4399,460,1058,2881,0.3451,0.6549
2024-11-18,Karur,4357,459,1040,2858,0.344,0.656
2024-11-25,Karur,4355,464,1033,2858,0.3437,0.6563
2024-12-02,Karur,4316,467,1020,2829,0.3445,0.6555
2024-12-09,Karur,4382,482,1034,2866,0.346,0.654
2024-12-16,Karur,4407,493,1042,2872,0.3483,0.6517
2024-12-23,Karur,4426,504,1051,2871,0.3513,0.6487
2024-12-30,Karur,4443,514,1062,2867,0.3547,0.6453
2025-01-06,Karur,4481,525,1080,2876,0.3582,0.6418
2025-01-13,Karur,4473,530,1088,2855,0.3617,0.6383
2025-01-20,Karur,4486,536,1101,2849,0.3649,0.6351
2025-01-27,Karur,4510,541,1115,2854,0.3672,0.6328
2025-02-03,Karur,4521,542,1125,2854,0.3687,0.6313
2025-02-10,Karur,4477,535,1118,2824,0.3692,0.6308
2025-02-17,Karur,4435,526,1109,2800,0.3687,0.6313
2025-02-24,Karur,4443,522,1109,2812,0.3671,0.6329
2025-03-03,Karur,4463,517,1109,2837,0.3643,0.6357
2025-03-10,Karur,4426,505,1093,2828,0.361,0.639
2025-03-17,Karur,4435,497,1086,2852,0.3569,0.6431
2025-03-24,Karur,4433,489,1076,2868,0.353,0.647
2025-03-31,Karur,4466,484,1075,2907,0.3491,0.6509
2025-04-07,Karur,4474,478,1068,2928,0.3456,0.6544
2025-04-14,Karur,4465,471,1059,2935,0.3427,0.6573
2025-04-21,Karur,4431,463,1047,2921,0.3408,0.6592
2025-04-28,Karur,4414,459,1042,2913,0.3401,0.6599
2025-05-05,Karur,4360,454,1031,2875,0.3406,0.6594
2025-05-12,Karur,4356,455,1035,2866,0.3421,0.6579
2025-05-19,Karur,4328,456,1035,2837,0.3445,0.6555
2025-05-26,Karur,4297,458,1036,2803,0.3477,0.6523
2025-06-02,Karur,4349,470,1058,2821,0.3513,0.6487
2025-06-09,Karur,4396,483,1079,2834,0.3553,0.6447
2025-06-16,Karur,4436,496,1097,2843,0.3591,0.6409
2025-06-23,Karur,4454,507,1108,2839,0.3626,0.6374
2024-01-01,Namakkal,4456,519,1111,2826,0.3658,0.6342
2024-01-08,Namakkal,4487,529,1113,2845,0.3659,0.6341
2024-01-15,Namakkal,4501,536,1109,2856,0.3655,0.6345
2024-01-22,Namakkal,4474,536,1093,2845,0.3641,0.6359
2024-01-29,Namakkal,4468,536,1082,2850,0.3621,0.6379
2024-02-05,Namakkal,4446,533,1067,2846,0.3599,0.6401
2024-02-12,Namakkal,4420,527,1053,2840,0.3575,0.6425
2024-02-19,Namakkal,4387,518,1039,2830,0.3549,0.6451
2024-02-26,Namakkal,4378,511,1034,2833,0.3529,0.6471
2024-03-04,Namakkal,4411,507,1041,2863,0.3509,0.6491
2024-03-11,Namakkal,4440,502,1051,2887,0.3498,0.6502
2024-03-18,Namakkal,4440,494,1056,2890,0.3491,0.6509
2024-03-25,Namakkal,4452,487,1067,2898,0.3491,0.6509
2024-04-01,Namakkal,4423,476,1069,2878,0.3493,0.6507
2024-04-08,Namakkal,4399,467,1073,2859,0.3501,0.6499
2024-04-15,Namakkal,4383,460,1078,2845,0.3509,0.6491
2024-04-22,Namakkal,4311,450,1068,2793,0.3521,0.6479
2024-04-29,Namakkal,4288,446,1068,2774,0.3531,0.6469
2024-05-06,Namakkal,4293,447,1073,2773,0.3541,0.6459
2024-05-13,Namakkal,4250,446,1062,2742,0.3548,0.6452
2024-05-20,Namakkal,4223,447,1053,2723,0.3552,0.6448
2024-05-27,Namakkal,4236,455,1051,2730,0.3555,0.6445
2024-06-03,Namakkal,4293,468,1058,2767,0.3555,0.6445
2024-06-10,Namakkal,4323,479,1056,2788,0.3551,0.6449
2024-06-17,Namakkal,4379,494,1060,2825,0.3549,0.6451
2024-06-24,Namakkal,4422,507,1061,2854,0.3546,0.6454
2024-07-01,Namakkal,4455,519,1061,2875,0.3547,0.6453
2024-07-08,Namakkal,4505,531,1067,2907,0.3547,0.6453
2024-07-15,Namakkal,4501,536,1063,2902,0.3553,0.6447
2024-07-22,Namakkal,4504,539,1063,2902,0.3557,0.6443
2024-07-29,Namakkal,4484,538,1061,2885,0.3566,0.6434
2024-08-05,Namakkal,4474,536,1064,2874,0.3576,0.6424
2024-08-12,Namakkal,4428,528,1061,2839,0.3589,0.6411
2024-08-19,Namakkal,4443,525,1074,2844,0.3599,0.6401
2024-08-26,Namakkal,4395,513,1072,2810,0.3606,0.6394
2024-09-02,Namakkal,4391,505,1080,2806,0.361,0.639
2024-09-09,Namakkal,4400,498,1090,2812,0.3609,0.6391
2024-09-16,Namakkal,4469,497,1113,2859,0.3603,0.6397
2024-09-23,Namakkal,4463,488,1115,2860,0.3592,0.6408
2024-09-30,Namakkal,4526,487,1131,2908,0.3575,0.6425
2024-10-07,Namakkal,4512,479,1125,2908,0.3555,0.6445
2024-10-14,Namakkal,4537,476,1126,2935,0.3531,0.6469
2024-10-21,Namakkal,4514,471,1112,2931,0.3507,0.6493
2024-10-28,Namakkal,4493,467,1098,2928,0.3483,0.6517
2024-11-04,Namakkal,4438,462,1075,2901,0.3463,0.6537
2024-11-11,Namakkal,4375,459,1050,2866,0.3449,0.6551
2024-11-18,Namakkal,4408,467,1050,2891,0.3441,0.6559
2024-11-25,Namakkal,4420,474,1047,2899,0.3441,0.6559
2024-12-02,Namakkal,4422,482,1044,2896,0.3451,0.6549
2024-12-09,Namakkal,4461,495,1053,2913,0.347,0.653
2024-12-16,Namakkal,4513,509,1068,2936,0.3494,0.6506
2024-12-23,Namakkal,4556,522,1084,2950,0.3525,0.6475
2024-12-30,Namakkal,4624,538,1108,2978,0.356,0.644
2025-01-06,Namakkal,4608,543,1114,2951,0.3596,0.6404
