date,district,bio_total,bio_age_5_17,bio_age_17_,age_5_ratio,age_17_ratio,dependency_ratio
2024-12-02,Vellore,3925,1542,2383,0.3929,0.6071,0.3823
2024-12-09,Vellore,3980,1553,2427,0.3902,0.6098,0.3791
2024-12-16,Vellore,3991,1544,2447,0.3869,0.6131,0.3759
2024-12-23,Vellore,3988,1528,2460,0.3831,0.6169,0.3728
2024-12-30,Vellore,4000,1517,2483,0.3792,0.6208,0.3699
2025-01-06,Vellore,4005,1503,2502,0.3753,0.6247,0.3673
2025-01-13,Vellore,3968,1474,2494,0.3715,0.6285,0.365
2025-01-20,Vellore,3938,1450,2488,0.3682,0.6318,0.3631
2025-01-27,Vellore,3955,1446,2509,0.3656,0.6344,0.3616
2025-02-03,Vellore,3960,1441,2519,0.3639,0.6361,0.3606
2025-02-10,Vellore,3974,1442,2532,0.3629,0.6371,0.3601
2025-02-17,Vellore,3958,1436,2522,0.3628,0.6372,0.3601
2025-02-24,Vellore,3991,1452,2539,0.3638,0.6362,0.3606
2025-03-03,Vellore,4007,1466,2541,0.3659,0.6341,0.3616
2025-03-10,Vellore,4071,1500,2571,0.3685,0.6315,0.3631
2025-03-17,Vellore,4051,1506,2545,0.3718,0.6282,0.3651
2025-03-24,Vellore,4027,1512,2515,0.3755,0.6245,0.3674
2025-03-31,Vellore,4005,1520,2485,0.3795,0.6205,0.3701
2025-04-07,Vellore,4001,1534,2467,0.3834,0.6166,0.373
2025-04-14,Vellore,3978,1540,2438,0.3871,0.6129,0.3761
2025-04-21,Vellore,3891,1519,2372,0.3904,0.6096,0.3793
2025-04-28,Vellore,3886,1527,2359,0.3929,0.6071,0.3825
2025-05-05,Vellore,3893,1537,2356,0.3948,0.6052,0.3856
2025-05-12,Vellore,3897,1542,2355,0.3957,0.6043,0.3886
2025-05-19,Vellore,3942,1560,2382,0.3957,0.6043,0.3914
2025-05-26,Vellore,3980,1571,2409,0.3947,0.6053,0.3939
2025-06-02,Vellore,4042,1588,2454,0.3929,0.6071,0.396
2025-06-09,Vellore,4123,1609,2514,0.3902,0.6098,0.3977
2025-06-16,Vellore,4161,1610,2551,0.3869,0.6131,0.399
2025-06-23,Vellore,4157,1593,2564,0.3832,0.6168,0.3998
2024-01-01,Thanjavur,3802,1442,2360,0.3793,0.6207,0.38
2024-01-08,Thanjavur,3835,1470,2365,0.3833,0.6167,0.3832
2024-01-15,Thanjavur,3857,1493,2364,0.3871,0.6129,0.3863
2024-01-22,Thanjavur,3866,1509,2357,0.3903,0.6097,0.3893
2024-01-29,Thanjavur,3907,1535,2372,0.3929,0.6071,0.392
2024-02-05,Thanjavur,3894,1537,2357,0.3947,0.6053,0.3944
2024-02-12,Thanjavur,3914,1549,2365,0.3958,0.6042,0.3965
2024-02-19,Thanjavur,3937,1558,2379,0.3957,0.6043,0.3981
2024-02-26,Thanjavur,3895,1538,2357,0.3949,0.6051,0.3992
2024-03-04,Thanjavur,3879,1524,2355,0.3929,0.6071,0.3999
2024-03-11,Thanjavur,3855,1505,2350,0.3904,0.6096,0.4
2024-03-18,Thanjavur,3809,1474,2335,0.387,0.613,0.3996
2024-03-25,Thanjavur,3814,1462,2352,0.3833,0.6167,0.3987
2024-04-01,Thanjavur,3788,1437,2351,0.3794,0.6206,0.3973
2024-04-08,Thanjavur,3813,1431,2382,0.3753,0.6247,0.3955
2024-04-15,Thanjavur,3869,1438,2431,0.3717,0.6283,0.3933
2024-04-22,Thanjavur,3899,1436,2463,0.3683,0.6317,0.3907
2024-04-29,Thanjavur,3923,1435,2488,0.3658,0.6342,0.3878
2024-05-06,Thanjavur,3950,1437,2513,0.3638,0.6362,0.3848
2024-05-13,Thanjavur,3921,1423,2498,0.3629,0.6371,0.3816
2024-05-20,Thanjavur,3927,1425,2502,0.3629,0.6371,0.3784
2024-05-27,Thanjavur,3897,1418,2479,0.3639,0.6361,0.3752
2024-06-03,Thanjavur,3812,1394,2418,0.3657,0.6343,0.3722
2024-06-10,Thanjavur,3784,1394,2390,0.3684,0.6316,0.3693
2024-06-17,Thanjavur,3754,1395,2359,0.3716,0.6284,0.3667
2024-06-24,Thanjavur,3751,1408,2343,0.3754,0.6246,0.3645
2024-07-01,Thanjavur,3778,1433,2345,0.3793,0.6207,0.3627
2024-07-08,Thanjavur,3797,1455,2342,0.3832,0.6168,0.3613
2024-07-15,Thanjavur,3822,1479,2343,0.387,0.613,0.3604
2024-07-22,Thanjavur,3869,1510,2359,0.3903,0.6097,0.36
2024-07-29,Thanjavur,3916,1539,2377,0.393,0.607,0.3601
2024-08-05,Thanjavur,3901,1540,2361,0.3948,0.6052,0.3608
2024-08-12,Thanjavur,3927,1554,2373,0.3957,0.6043,0.3619
2024-08-19,Thanjavur,3947,1562,2385,0.3957,0.6043,0.3635
2024-08-26,Thanjavur,3918,1547,2371,0.3948,0.6052,0.3656
2024-09-02,Thanjavur,3920,1540,2380,0.3929,0.6071,0.368
2024-09-09,Thanjavur,3935,1536,2399,0.3903,0.6097,0.3707
2024-09-16,Thanjavur,3914,1515,2399,0.3871,0.6129,0.3737
2024-09-23,Thanjavur,3904,1496,2408,0.3832,0.6168,0.3768
2024-09-30,Thanjavur,3891,1476,2415,0.3793,0.6207,0.38
2024-10-07,Thanjavur,3890,1460,2430,0.3753,0.6247,0.3832
2024-10-14,Thanjavur,3917,1456,2461,0.3717,0.6283,0.3863
2024-10-21,Thanjavur,3907,1439,2468,0.3683,0.6317,0.3893
2024-10-28,Thanjavur,3926,1436,2490,0.3658,0.6342,0.392
2024-11-04,Thanjavur,3944,1435,2509,0.3638,0.6362,0.3944
2024-11-11,Thanjavur,3949,1433,2516,0.3629,0.6371,0.3965
2024-11-18,Thanjavur,3905,1417,2488,0.3629,0.6371,0.3981
2024-11-25,Thanjavur,3850,1401,2449,0.3639,0.6361,0.3992
2024-12-02,Thanjavur,3859,1411,2448,0.3656,0.6344,0.3999
2024-12-09,Thanjavur,3806,1402,2404,0.3684,0.6316,0.4
2024-12-16,Thanjavur,3789,1408,2381,0.3716,0.6284,0.3996
2024-12-23,Thanjavur,3793,1424,2369,0.3754,0.6246,0.3987
2024-12-30,Thanjavur,3820,1449,2371,0.3793,0.6207,0.3973
2025-01-06,Thanjavur,3854,1477,2377,0.3832,0.6168,0.3955
2025-01-13,Thanjavur,3873,1499,2374,0.387,0.613,0.3933
2025-01-20,Thanjavur,3917,1529,2388,0.3903,0.6097,0.3907
2025-01-27,Thanjavur,3926,1543,2383,0.393,0.607,0.3878
2025-02-03,Thanjavur,3942,1556,2386,0.3947,0.6053,0.3848
2025-02-10,Thanjavur,3926,1554,2372,0.3958,0.6042,0.3816
2025-02-17,Thanjavur,3919,1551,2368,0.3958,0.6042,0.3784
2025-02-24,Thanjavur,3911,1544,2367,0.3948,0.6052,0.3752
2025-03-03,Thanjavur,3899,1532,2367,0.3929,0.6071,0.3722
2025-03-10,Thanjavur,3895,1520,2375,0.3902,0.6098,0.3693
2025-03-17,Thanjavur,3891,1506,2385,0.387,0.613,0.3667
2025-03-24,Thanjavur,3872,1484,2388,0.3833,0.6167,0.3645
2025-03-31,Thanjavur,3907,1482,2425,0.3793,0.6207,0.3627
2025-04-07,Thanjavur,3928,1474,2454,0.3753,0.6247,0.3613
2025-04-14,Thanjavur,3960,1472,2488,0.3717,0.6283,0.3604
2025-04-21,Thanjavur,3997,1472,2525,0.3683,0.6317,0.36
2025-04-28,Thanjavur,4011,1467,2544,0.3657,0.6343,0.3601
2025-05-05,Thanjavur,3994,1453,2541,0.3638,0.6362,0.3608
2025-05-12,Thanjavur,4010,1455,2555,0.3628,0.6372,0.3619
2025-05-19,Thanjavur,4002,1452,2550,0.3628,0.6372,0.3635
2025-05-26,Thanjavur,3988,1451,2537,0.3638,0.6362,0.3656
2025-06-02,Thanjavur,3928,1436,2492,0.3656,0.6344,0.368
2025-06-09,Thanjavur,3913,1441,2472,0.3683,0.6317,0.3707
2025-06-16,Thanjavur,3918,1456,2462,0.3716,0.6284,0.3737
2025-06-23,Thanjavur,3927,1474,2453,0.3754,0.6246,0.3768
2024-01-01,Dindigul,3756,1446,2310,0.385,0.615,0.3835
2024-01-08,Dindigul,3788,1472,2316,0.3886,0.6114,0.3866
2024-01-15,Dindigul,3779,1480,2299,0.3916,0.6084,0.3895
2024-01-22,Dindigul,3816,1503,2313,0.3939,0.6061,0.3922
2024-01-29,Dindigul,3866,1528,2338,0.3952,0.6048,0.3946
2024-02-05,Dindigul,3879,1536,2343,0.396,0.604,0.3966
2024-02-12,Dindigul,3861,1527,2334,0.3955,0.6045,0.3982
2024-02-19,Dindigul,3888,1532,2356,0.394,0.606,0.3993
2024-02-26,Dindigul,3894,1526,2368,0.3919,0.6081,0.3999
2024-03-04,Dindigul,3862,1502,2360,0.3889,0.6111,0.4
2024-03-11,Dindigul,3820,1472,2348,0.3853,0.6147,0.3995
2024-03-18,Dindigul,3842,1466,2376,0.3816,0.6184,0.3986
2024-03-25,Dindigul,3780,1427,2353,0.3775,0.6225,0.3972
2024-04-01,Dindigul,3800,1420,2380,0.3737,0.6263,0.3953
2024-04-08,Dindigul,3808,1409,2399,0.37,0.63,0.3931
2024-04-15,Dindigul,3793,1392,2401,0.367,0.633,0.3905
2024-04-22,Dindigul,3788,1382,2406,0.3648,0.6352,0.3876
2024-04-29,Dindigul,3802,1381,2421,0.3632,0.6368,0.3845
2024-05-06,Dindigul,3795,1377,2418,0.3628,0.6372,0.3813
2024-05-13,Dindigul,3807,1383,2424,0.3633,0.6367,0.3781
2024-05-20,Dindigul,3775,1376,2399,0.3645,0.6355,0.3749
2024-05-27,Dindigul,3777,1385,2392,0.3667,0.6333,0.3719
2024-06-03,Dindigul,3745,1385,2360,0.3698,0.6302,0.3691
2024-06-10,Dindigul,3710,1385,2325,0.3733,0.6267,0.3665
2024-06-17,Dindigul,3710,1399,2311,0.3771,0.6229,0.3643
2024-06-24,Dindigul,3715,1416,2299,0.3812,0.6188,0.3625
2024-07-01,Dindigul,3745,1442,2303,0.385,0.615,0.3612
2024-07-08,Dindigul,3773,1466,2307,0.3886,0.6114,0.3604
2024-07-15,Dindigul,3797,1487,2310,0.3916,0.6084,0.36
2024-07-22,Dindigul,3831,1509,2322,0.3939,0.6061,0.3602
2024-07-29,Dindigul,3890,1538,2352,0.3954,0.6046,0.3609
2024-08-05,Dindigul,3920,1552,2368,0.3959,0.6041,0.3621
2024-08-12,Dindigul,3902,1543,2359,0.3954,0.6046,0.3637
2024-08-19,Dindigul,3857,1520,2337,0.3941,0.6059,0.3658
2024-08-26,Dindigul,3780,1481,2299,0.3918,0.6082,0.3682
2024-09-02,Dindigul,3775,1468,2307,0.3889,0.6111,0.371
2024-09-09,Dindigul,3755,1447,2308,0.3854,0.6146,0.3739
2024-09-16,Dindigul,3772,1439,2333,0.3815,0.6185,0.3771
2024-09-23,Dindigul,3753,1417,2336,0.3776,0.6224,0.3803
2024-09-30,Dindigul,3802,1421,2381,0.3738,0.6262,0.3835
2024-10-07,Dindigul,3823,1415,2408,0.3701,0.6299,0.3866
2024-10-14,Dindigul,3852,1414,2438,0.3671,0.6329,0.3895
2024-10-21,Dindigul,3865,1410,2455,0.3648,0.6352,0.3922
2024-10-28,Dindigul,3906,1419,2487,0.3633,0.6367,0.3946
2024-11-04,Dindigul,3881,1408,2473,0.3628,0.6372,0.3966
2024-11-11,Dindigul,3868,1405,2463,0.3632,0.6368,0.3982
2024-11-18,Dindigul,3831,1397,2434,0.3647,0.6353,0.3993
2024-11-25,Dindigul,3798,1393,2405,0.3668,0.6332,0.3999
2024-12-02,Dindigul,3808,1408,2400,0.3697,0.6303,0.4
2024-12-09,Dindigul,3789,1414,2375,0.3732,0.6268,0.3995
2024-12-16,Dindigul,3750,1414,2336,0.3771,0.6229,0.3986
2024-12-23,Dindigul,3754,1431,2323,0.3812,0.6188,0.3972
2024-12-30,Dindigul,3803,1464,2339,0.385,0.615,0.3953
2025-01-06,Dindigul,3846,1494,2352,0.3885,0.6115,0.3931
2025-01-13,Dindigul,3885,1521,2364,0.3915,0.6085,0.3905
2025-01-20,Dindigul,3913,1541,2372,0.3938,0.6062,0.3876
2025-01-27,Dindigul,3954,1563,2391,0.3953,0.6047,0.3845
2025-02-03,Dindigul,3930,1556,2374,0.3959,0.6041,0.3813
2025-02-10,Dindigul,3933,1555,2378,0.3954,0.6046,0.3781
2025-02-17,Dindigul,3901,1537,2364,0.394,0.606,0.3749
2025-02-24,Dindigul,3909,1532,2377,0.3919,0.6081,0.3719
2025-03-03,Dindigul,3878,1508,2370,0.3889,0.6111,0.3691
2025-03-10,Dindigul,3854,1485,2369,0.3853,0.6147,0.3665
2025-03-17,Dindigul,3848,1468,2380,0.3815,0.6185,0.3643
2025-03-24,Dindigul,3876,1463,2413,0.3775,0.6225,0.3625
2025-03-31,Dindigul,3900,1457,2443,0.3736,0.6264,0.3612
2025-04-07,Dindigul,3896,1442,2454,0.3701,0.6299,0.3604
2025-04-14,Dindigul,3937,1445,2492,0.367,0.633,0.36
2025-04-21,Dindigul,3935,1435,2500,0.3647,0.6353,0.3602
2025-04-28,Dindigul,3922,1425,2497,0.3633,0.6367,0.3609
2025-05-05,Dindigul,3912,1419,2493,0.3627,0.6373,0.3621
2025-05-12,Dindigul,3857,1401,2456,0.3632,0.6368,0.3637
2025-05-19,Dindigul,3823,1394,2429,0.3646,0.6354,0.3658
2025-05-26,Dindigul,3826,1403,2423,0.3667,0.6333,0.3682
2025-06-02,Dindigul,3782,1398,2384,0.3696,0.6304,0.371
2025-06-09,Dindigul,3772,1408,2364,0.3733,0.6267,0.3739
2025-06-16,Dindigul,3795,1431,2364,0.3771,0.6229,0.3771
2025-06-23,Dindigul,3795,1446,2349,0.381,0.619,0.3803
2024-01-01,Cuddalore,3810,1486,2324,0.39,0.61,0.3869
2024-01-08,Cuddalore,3835,1506,2329,0.3927,0.6073,0.3898
2024-01-15,Cuddalore,3894,1537,2357,0.3947,0.6053,0.3925
2024-01-22,Cuddalore,3862,1528,2334,0.3956,0.6044,0.3948
2024-01-29,Cuddalore,3827,1515,2312,0.3959,0.6041,0.3968
2024-02-05,Cuddalore,3847,1519,2328,0.3949,0.6051,0.3983
2024-02-12,Cuddalore,3812,1499,2313,0.3932,0.6068,0.3994
2024-02-19,Cuddalore,3804,1486,2318,0.3906,0.6094,0.3999
2024-02-26,Cuddalore,3831,1484,2347,0.3874,0.6126,0.4
2024-03-04,Cuddalore,3793,1455,2338,0.3836,0.6164,0.3995
2024-03-11,Cuddalore,3835,1456,2379,0.3797,0.6203,0.3985
2024-03-18,Cuddalore,3800,1428,2372,0.3758,0.6242,0.397
2024-03-25,Cuddalore,3820,1421,2399,0.372,0.628,0.3951
2024-04-01,Cuddalore,3827,1411,2416,0.3687,0.6313,0.3928
2024-04-08,Cuddalore,3843,1406,2437,0.3659,0.6341,0.3902
2024-04-15,Cuddalore,3831,1394,2437,0.3639,0.6361,0.3873
2024-04-22,Cuddalore,3860,1401,2459,0.363,0.637,0.3842
2024-04-29,Cuddalore,3823,1387,2436,0.3628,0.6372,0.3811
2024-05-06,Cuddalore,3808,1385,2423,0.3637,0.6363,0.3778
2024-05-13,Cuddalore,3773,1379,2394,0.3655,0.6345,0.3747
2024-05-20,Cuddalore,3774,1389,2385,0.368,0.632,0.3717
2024-05-27,Cuddalore,3728,1384,2344,0.3712,0.6288,0.3688
2024-06-03,Cuddalore,3723,1396,2327,0.375,0.625,0.3663
2024-06-10,Cuddalore,3705,1404,2301,0.3789,0.6211,0.3642
2024-06-17,Cuddalore,3737,1431,2306,0.3829,0.6171,0.3624
2024-06-24,Cuddalore,3752,1451,2301,0.3867,0.6133,0.3611
2024-07-01,Cuddalore,3824,1491,2333,0.3899,0.6101,0.3603
2024-07-08,Cuddalore,3851,1512,2339,0.3926,0.6074,0.36
2024-07-15,Cuddalore,3877,1530,2347,0.3946,0.6054,0.3602
2024-07-22,Cuddalore,3955,1565,2390,0.3957,0.6043,0.361
2024-07-29,Cuddalore,3977,1574,2403,0.3958,0.6042,0.3622
2024-08-05,Cuddalore,3971,1568,2403,0.3949,0.6051,0.3639
2024-08-12,Cuddalore,3945,1551,2394,0.3932,0.6068,0.366
2024-08-19,Cuddalore,3922,1532,2390,0.3906,0.6094,0.3684
2024-08-26,Cuddalore,3887,1506,2381,0.3874,0.6126,0.3712
2024-09-02,Cuddalore,3850,1477,2373,0.3836,0.6164,0.3742
2024-09-09,Cuddalore,3832,1455,2377,0.3797,0.6203,0.3773
2024-09-16,Cuddalore,3808,1431,2377,0.3758,0.6242,0.3806
2024-09-23,Cuddalore,3820,1421,2399,0.372,0.628,0.3838
2024-09-30,Cuddalore,3829,1412,2417,0.3688,0.6312,0.3869
2024-10-07,Cuddalore,3851,1409,2442,0.3659,0.6341,0.3898
2024-10-14,Cuddalore,3866,1407,2459,0.3639,0.6361,0.3925
2024-10-21,Cuddalore,3885,1410,2475,0.3629,0.6371,0.3948
2024-10-28,Cuddalore,3895,1413,2482,0.3628,0.6372,0.3968
2024-11-04,Cuddalore,3872,1408,2464,0.3636,0.6364,0.3983
2024-11-11,Cuddalore,3856,1409,2447,0.3654,0.6346,0.3994
2024-11-18,Cuddalore,3804,1400,2404,0.368,0.632,0.3999
2024-11-25,Cuddalore,3734,1386,2348,0.3712,0.6288,0.4
2024-12-02,Cuddalore,3717,1394,2323,0.375,0.625,0.3995
2024-12-09,Cuddalore,3707,1405,2302,0.379,0.621,0.3985
2024-12-16,Cuddalore,3724,1426,2298,0.3829,0.6171,0.397
2024-12-23,Cuddalore,3750,1450,2300,0.3867,0.6133,0.3951
2024-12-30,Cuddalore,3762,1467,2295,0.39,0.61,0.3928
2025-01-06,Cuddalore,3805,1494,2311,0.3926,0.6074,0.3902
2025-01-13,Cuddalore,3870,1527,2343,0.3946,0.6054,0.3873
2025-01-20,Cuddalore,3881,1536,2345,0.3958,0.6042,0.3842
2025-01-27,Cuddalore,3906,1546,2360,0.3958,0.6042,0.3811
2025-02-03,Cuddalore,3902,1541,2361,0.3949,0.6051,0.3778
2025-02-10,Cuddalore,3894,1531,2363,0.3932,0.6068,0.3747
2025-02-17,Cuddalore,3912,1528,2384,0.3906,0.6094,0.3717
2025-02-24,Cuddalore,3906,1513,2393,0.3874,0.6126,0.3688
2025-03-03,Cuddalore,3889,1492,2397,0.3836,0.6164,0.3663
2025-03-10,Cuddalore,3855,1464,2391,0.3798,0.6202,0.3642
2025-03-17,Cuddalore,3833,1440,2393,0.3757,0.6243,0.3624
2025-03-24,Cuddalore,3860,1436,2424,0.372,0.628,0.3611
2025-03-31,Cuddalore,3885,1432,2453,0.3686,0.6314,0.3603
2025-04-07,Cuddalore,3899,1427,2472,0.366,0.634,0.36
2025-04-14,Cuddalore,3901,1420,2481,0.364,0.636,0.3602
2025-04-21,Cuddalore,3913,1420,2493,0.3629,0.6371,0.361
2025-04-28,Cuddalore,3933,1427,2506,0.3628,0.6372,0.3622
2025-05-05,Cuddalore,3929,1429,2500,0.3637,0.6363,0.3639
2025-05-12,Cuddalore,3921,1433,2488,0.3655,0.6345,0.366
2025-05-19,Cuddalore,3883,1429,2454,0.368,0.632,0.3684
2025-05-26,Cuddalore,3867,1436,2431,0.3713,0.6287,0.3712
2025-06-02,Cuddalore,3836,1438,2398,0.3749,0.6251,0.3742
2025-06-09,Cuddalore,3803,1441,2362,0.3789,0.6211,0.3773
2025-06-16,Cuddalore,3805,1457,2348,0.3829,0.6171,0.3806
2025-06-23,Cuddalore,3827,1480,2347,0.3867,0.6133,0.3838
2024-01-01,Kanchipuram,4115,1620,2495,0.3937,0.6063,0.39
2024-01-08,Kanchipuram,4122,1629,2493,0.3952,0.6048,0.3927
2024-01-15,Kanchipuram,4139,1638,2501,0.3957,0.6043,0.395
2024-01-22,Kanchipuram,4192,1658,2534,0.3955,0.6045,0.3969
2024-01-29,Kanchipuram,4201,1656,2545,0.3942,0.6058,0.3984
2024-02-05,Kanchipuram,4211,1651,2560,0.3921,0.6079,0.3994
2024-02-12,Kanchipuram,4190,1631,2559,0.3893,0.6107,0.3999
2024-02-19,Kanchipuram,4186,1615,2571,0.3858,0.6142,0.3999
2024-02-26,Kanchipuram,4156,1587,2569,0.3819,0.6181,0.3994
2024-03-04,Kanchipuram,4112,1554,2558,0.3779,0.6221,0.3984
2024-03-11,Kanchipuram,4064,1520,2544,0.374,0.626,0.3969
2024-03-18,Kanchipuram,4047,1499,2548,0.3704,0.6296,0.395
2024-03-25,Kanchipuram,4038,1483,2555,0.3673,0.6327,0.3926
2024-04-01,Kanchipuram,4034,1472,2562,0.3649,0.6351,0.39
2024-04-08,Kanchipuram,4042,1469,2573,0.3634,0.6366,0.3871
2024-04-15,Kanchipuram,4044,1467,2577,0.3628,0.6372,0.384
2024-04-22,Kanchipuram,4029,1463,2566,0.3631,0.6369,0.3808
2024-04-29,Kanchipuram,4004,1459,2545,0.3644,0.6356,0.3776
2024-05-06,Kanchipuram,4028,1476,2552,0.3664,0.6336,0.3744
2024-05-13,Kanchipuram,4033,1490,2543,0.3695,0.6305,0.3714
2024-05-20,Kanchipuram,4007,1494,2513,0.3728,0.6272,0.3686
2024-05-27,Kanchipuram,4014,1512,2502,0.3767,0.6233,0.3661
2024-06-03,Kanchipuram,3995,1521,2474,0.3807,0.6193,0.364
2024-06-10,Kanchipuram,3989,1534,2455,0.3846,0.6154,0.3623
2024-06-17,Kanchipuram,3992,1550,2442,0.3883,0.6117,0.361
2024-06-24,Kanchipuram,4074,1594,2480,0.3913,0.6087,0.3603
2024-07-01,Kanchipuram,4111,1618,2493,0.3936,0.6064,0.36
2024-07-08,Kanchipuram,4155,1642,2513,0.3952,0.6048,0.3603
2024-07-15,Kanchipuram,4185,1657,2528,0.3959,0.6041,0.361
2024-07-22,Kanchipuram,4219,1669,2550,0.3956,0.6044,0.3623
2024-07-29,Kanchipuram,4216,1662,2554,0.3942,0.6058,0.364
2024-08-05,Kanchipuram,4211,1651,2560,0.3921,0.6079,0.3662
2024-08-12,Kanchipuram,4185,1629,2556,0.3892,0.6108,0.3687
2024-08-19,Kanchipuram,4181,1613,2568,0.3858,0.6142,0.3715
2024-08-26,Kanchipuram,4168,1592,2576,0.382,0.618,0.3745
2024-09-02,Kanchipuram,4156,1571,2585,0.378,0.622,0.3776
2024-09-09,Kanchipuram,4126,1543,2583,0.374,0.626,0.3808
2024-09-16,Kanchipuram,4107,1521,2586,0.3703,0.6297,0.384
2024-09-23,Kanchipuram,4111,1510,2601,0.3673,0.6327,0.3871
2024-09-30,Kanchipuram,4154,1516,2638,0.3649,0.6351,0.39
2024-10-07,Kanchipuram,4153,1509,2644,0.3634,0.6366,0.3927
2024-10-14,Kanchipuram,4157,1508,2649,0.3628,0.6372,0.395
2024-10-21,Kanchipuram,4176,1516,2660,0.363,0.637,0.3969
2024-10-28,Kanchipuram,4186,1525,2661,0.3643,0.6357,0.3984
2024-11-04,Kanchipuram,4183,1533,2650,0.3665,0.6335,0.3994
2024-11-11,Kanchipuram,4099,1514,2585,0.3694,0.6306,0.3999
2024-11-18,Kanchipuram,4063,1515,2548,0.3729,0.6271,0.3999
2024-11-25,Kanchipuram,4017,1513,2504,0.3766,0.6234,0.3994
2024-12-02,Kanchipuram,3994,1520,2474,0.3806,0.6194,0.3984
2024-12-09,Kanchipuram,3986,1533,2453,0.3846,0.6154,0.3969
2024-12-16,Kanchipuram,4015,1559,2456,0.3883,0.6117,0.395
2024-12-23,Kanchipuram,4074,1594,2480,0.3913,0.6087,0.3926
2024-12-30,Kanchipuram,4156,1636,2520,0.3936,0.6064,0.39
2025-01-06,Kanchipuram,4212,1665,2547,0.3953,0.6047,0.3871
2025-01-13,Kanchipuram,4219,1670,2549,0.3958,0.6042,0.384
2025-01-20,Kanchipuram,4229,1673,2556,0.3956,0.6044,0.3808
2025-01-27,Kanchipuram,4241,1672,2569,0.3942,0.6058,0.3776
2025-02-03,Kanchipuram,4257,1669,2588,0.3921,0.6079,0.3744
2025-02-10,Kanchipuram,4242,1651,2591,0.3892,0.6108,0.3714
2025-02-17,Kanchipuram,4210,1624,2586,0.3857,0.6143,0.3686
2025-02-24,Kanchipuram,4194,1602,2592,0.382,0.618,0.3661
2025-03-03,Kanchipuram,4173,1577,2596,0.3779,0.6221,0.364
2025-03-10,Kanchipuram,4168,1559,2609,0.374,0.626,0.3623
2025-03-17,Kanchipuram,4161,1541,2620,0.3703,0.6297,0.361
2025-03-24,Kanchipuram,4176,1534,2642,0.3673,0.6327,0.3603
2025-03-31,Kanchipuram,4230,1544,2686,0.365,0.635,0.36
2025-04-07,Kanchipuram,4248,1544,2704,0.3635,0.6365,0.3603
2025-04-14,Kanchipuram,4286,1555,2731,0.3628,0.6372,0.361
2025-04-21,Kanchipuram,4301,1562,2739,0.3632,0.6368,0.3623
2025-04-28,Kanchipuram,4270,1556,2714,0.3644,0.6356,0.364
2025-05-05,Kanchipuram,4250,1558,2692,0.3666,0.6334,0.3662
2025-05-12,Kanchipuram,4210,1555,2655,0.3694,0.6306,0.3687
2025-05-19,Kanchipuram,4179,1558,2621,0.3728,0.6272,0.3715
2025-05-26,Kanchipuram,4156,1566,2590,0.3768,0.6232,0.3745
2025-06-02,Kanchipuram,4118,1568,2550,0.3808,0.6192,0.3776
2025-06-09,Kanchipuram,4102,1578,2524,0.3847,0.6153,0.3808
2025-06-16,Kanchipuram,4124,1601,2523,0.3882,0.6118,0.384
2025-06-23,Kanchipuram,4164,1629,2535,0.3912,0.6088,0.3871
2024-01-01,Karur,3622,1433,2189,0.3956,0.6044,0.3929
2024-01-08,Karur,3636,1439,2197,0.3958,0.6042,0.3952
2024-01-15,Karur,3663,1447,2216,0.395,0.605,0.3971
2024-01-22,Karur,3664,1441,2223,0.3933,0.6067,0.3985
2024-01-29,Karur,3666,1433,2233,0.3909,0.6091,0.3995
2024-02-05,Karur,3632,1408,2224,0.3877,0.6123,0.4
2024-02-12,Karur,3646,1400,2246,0.384,0.616,0.3999
2024-02-19,Karur,3630,1380,2250,0.3802,0.6198,0.3993
2024-02-26,Karur,3632,1366,2266,0.3761,0.6239,0.3983
2024-03-04,Karur,3601,1341,2260,0.3724,0.6276,0.3967
2024-03-11,Karur,3605,1330,2275,0.3689,0.6311,0.3948
2024-03-18,Karur,3634,1331,2303,0.3663,0.6337,0.3924
2024-03-25,Karur,3666,1335,2331,0.3642,0.6358,0.3897
2024-04-01,Karur,3669,1332,2337,0.363,0.637,0.3868
2024-04-08,Karur,3680,1335,2345,0.3628,0.6372,0.3837
2024-04-15,Karur,3666,1333,2333,0.3636,0.6364,0.3805
2024-04-22,Karur,3645,1331,2314,0.3652,0.6348,0.3773
2024-04-29,Karur,3603,1325,2278,0.3677,0.6323,0.3741
2024-05-06,Karur,3588,1331,2257,0.371,0.629,0.3712
2024-05-13,Karur,3550,1330,2220,0.3746,0.6254,0.3684
2024-05-20,Karur,3520,1332,2188,0.3784,0.6216,0.3659
2024-05-27,Karur,3527,1349,2178,0.3825,0.6175,0.3638
2024-06-03,Karur,3523,1361,2162,0.3863,0.6137,0.3622
2024-06-10,Karur,3552,1384,2168,0.3896,0.6104,0.3609
2024-06-17,Karur,3550,1393,2157,0.3924,0.6076,0.3602
2024-06-24,Karur,3597,1419,2178,0.3945,0.6055,0.36
2024-07-01,Karur,3658,1447,2211,0.3956,0.6044,0.3603
2024-07-08,Karur,3700,1465,2235,0.3959,0.6041,0.3611
2024-07-15,Karur,3721,1470,2251,0.3951,0.6049,0.3624
2024-07-22,Karur,3735,1469,2266,0.3933,0.6067,0.3642
2024-07-29,Karur,3694,1444,2250,0.3909,0.6091,0.3664
2024-08-05,Karur,3673,1424,2249,0.3877,0.6123,0.3689
