,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
Thiruvarur,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Thoothukkudi,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Thoubal,0.003957712,0.0012928768,-0.059309166,-0.015582199,0.01593987,38210.16,-0.12890697
Thrissur,0.0009872746,0.013404294,-0.08792491,-0.19822478,0.792827,62616.363,-0.22344437
Tikamgarh,-0.0044713914,0.0023285497,-0.072779596,-0.012658921,0.8473936,26993.283,-0.09883115
Tinsukia,-0.05429344,0.30403084,-0.07691633,-0.25831345,0.7475055,-386794.34,-0.19938228
Tirap,-0.0010706746,0.0005245696,-0.04896485,-0.008903999,-0.024627313,-3827.528,-0.1555776
Tiruchirappalli,-0.016667815,0.0013418519,-0.052108075,-0.0070686955,1.3212918,-35204.4,-0.1338664
Tirunelveli,-0.014902161,0.0023913532,-0.048377264,-0.0057532075,1.252958,-21330.598,-0.13657805
Tiruppur,-0.0074045113,0.0017346179,-0.051603302,-0.0063673556,0.7393764,445.86014,-0.13010123
Tiruvannamalai,-0.017272487,0.002365173,-0.051859766,-0.008342763,1.0032442,-55938.383,-0.13152403
Tonk,-0.012137978,-0.014200389,-0.105614565,-0.04805387,0.58446634,-213136.64,-0.13225548
Tuensang,0.005531032,0.0187983,-0.06789142,-0.085088596,-0.12135552,-13114.492,-0.10032807
Tumkur,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Udaipur,0.023774266,0.0032991227,-0.110548966,-0.10251919,1.217473,120080.59,-0.16896346
Udalguri,0.020773614,0.15098937,-0.10001181,-0.26928937,0.23201078,325867.8,-0.26017877
Udham Singh Nagar,-0.009380654,0.0018365136,-0.06528509,-0.009539831,0.77786,-11044.486,-0.10030049
Udhampur,-0.0061220503,0.0010525796,-0.046737432,-0.005898735,0.31349722,-13663.738,-0.12073435
Udupi,-0.010535632,0.0017952416,-0.048667617,-0.013067942,0.50919986,-37618.805,-0.1453104
Ujjain,-0.029089529,0.0058982936,-0.068989135,-0.014117092,2.0108378,-76814.37,-0.09048438
Ukhrul,0.001739348,0.0012451236,-0.059193164,-0.019176496,0.0021572048,22979.482,-0.117098965
Umaria,-0.007069994,0.0017947943,-0.07313086,-0.01722742,0.65252763,-2809.853,-0.09297822
Una,-0.005626388,0.00061269774,-0.04431696,-0.0066876654,0.17249104,-24420.098,-0.16065808
Unnao,0.060272176,0.018229568,-0.10962578,-0.096065246,0.2322119,-116192.695,-0.16352654
Upper Siang,-0.0030589297,-0.00035904077,-0.007112408,-0.006737036,-0.06900415,-3308.6228,-0.117273405
Upper Subansiri,-0.0021228553,0.0002304016,-0.041569185,-0.015628658,-0.050282337,-2763.62,-0.10340428
Uttar Bastar Kanker,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Uttara Kannada,-0.011168167,0.0013478475,-0.042499863,-0.008683452,0.472527,-43575.57,-0.14472203
Uttarkashi,-0.0034890936,0.0008496791,-0.04752733,-0.005622483,0.11312391,-9118.481,-0.1348469
Vadodara,-0.003974944,0.08649918,-0.088706814,-0.11590915,1.0831695,-8453.167,-0.15371697
Vaishali,0.093615524,0.02326128,-0.093114436,-0.03627584,0.88794744,771489.06,-0.11027647
Valsad,-0.005137963,0.040085286,-0.10146241,-0.08500875,0.60703,-99680.28,-0.1587946
Varanasi,0.051644906,0.03507341,-0.14158809,-0.10023113,0.19434455,-631634.3,-0.22609006
Vellore,-0.010250627,0.0063231075,-0.095594645,-0.094476976,1.1678144,-22907.021,-0.17296313
Vidisha,-0.02338685,0.0035659743,-0.104440056,-0.0699659,0.94101894,-396523.7,-0.132105
Viluppuram,-0.020453759,0.0033472998,-0.046351973,-0.005111191,1.5676249,-44265.03,-0.13807073
Virudunagar,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Visakhapatnam,-0.018073281,0.0025755733,-0.09504318,-0.071315825,1.1612589,-73154.266,-0.16085784
Vizianagaram,-0.012044662,0.00077820895,-0.047932137,-0.0077673346,0.54126644,-47849.316,-0.14554594
Warangal,-0.004646086,0.0016410362,-0.050321463,-0.0093397675,0.5031554,3224.0027,-0.15929893
Wardha,-0.0067274515,0.0005363918,-0.056755796,-0.009827848,0.26392728,-27200.195,-0.13672179
Washim,-0.011986068,-0.0032364829,-0.10305233,-0.0643159,0.40273315,-139843.42,-0.14694026
Wayanad,-0.0040437896,0.0010283341,-0.044044152,-0.015563724,0.1599252,-9626.957,-0.1404463
West,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
West Garo Hills,-0.08170801,1.0969887,0.019398645,-0.22746716,0.5255834,-60155.883,0.0070294486
West Godavari,-0.016404456,0.0016872463,-0.045799736,-0.0074199904,0.8398126,-59983.31,-0.14562486
West Kameng,-0.00047436068,-0.00065784977,-0.09359976,-0.1385767,0.020075036,-22191.844,-0.19498739
West Khasi Hills,-0.014204723,1.167021,0.016304325,-0.3815015,-0.09255535,607358.1,-0.040863376
West Tripura,0.004618018,0.011782686,-0.090071015,-0.09920935,0.25517562,55696.01,-0.1772497
Wokha,1.0760151e-05,0.00061381806,-0.0927476,-0.09004992,-0.025980633,-39757.957,-0.1444415
Yadgir,0.00347318,0.017619805,-0.08827598,-0.046416543,0.6963606,77291.984,-0.13364325
Yamunanagar,-0.013076868,0.0011489672,-0.05828753,-0.008543143,0.50773966,-56448.28,-0.11800726
Yanam,-0.0015209008,0.00035340906,-0.03886758,-0.00492775,-0.027256688,-6354.243,-0.16697028
Yavatmal,-0.023081822,-0.004647019,-0.107689865,-0.10524036,0.8403842,-320115.3,-0.17606275
Zunheboto,-0.00046926882,0.0015355494,-0.07664791,-0.09247825,-0.047359087,-51111.555,-0.13062227
